unit,quantity,rate,gi_amount,from_party_id,to_party_id,consignment_id,party_payment,paid_amount
10KG,93,110,10230,11,175,96,,
10KG,11,110,1210,463,175,96,1/23/2025,1210
10KG,47,110,5170,151,151,96,1/23/2025,5170
10KG,77,110,8470,28,263,96,1/23/2025,8470
10KG,75,110,8250,11,11,96,,
10KG,75,110,8250,45,226,96,,
10KG,57,110,6270,11,175,96,,
10KG,65,110,7150,463,175,96,1/23/2025,7150
10KG,129,110,14190,11,93,96,,
10KG,72,110,7920,299,221,96,1/23/2025,7920
10KG,41,110,4510,301,221,96,1/23/2025,4510
10KG,17,110,1870,99,99,96,1/30/2025,1870
10KG,50,110,5500,30,30,96,,
10KG,60,110,6600,30,30,96,,
10KG,65,110,7150,99,99,96,1/30/2025,7150
10KG,50,110,5500,225,225,96,1/23/2025,5500
10KG,42,110,4620,157,157,96,1/23/2025,4620
10KG,492,110,54120,21,123,96,1/21/2025,54120
10KG,117,110,12870,529,192,96,,
10KG,92,110,10120,27,27,96,1/23/2025,10120
10KG,133,110,14630,530,178,96,1/23/2025,14630
10KG,225,220,24750,51,178,96,1/23/2025,24750
20KG,367,220,80740,10,10,97,,
20KG,125,220,27500,15,203,97,,
20KG,107,220,23540,1,76,97,,
20KG,53,220,11660,1,95,97,,
20KG,48,220,10560,20,78,97,,
20KG,127,220,27940,16,16,97,1/14/2025,27940
20KG,85,220,18700,20,112,97,,
20KG,80,220,17600,20,179,97,,
20KG,208,220,45760,6,6,97,1/20/2025,45760
20KG,250,220,55000,29,29,98,,
20KG,181,220,39820,35,35,98,1/24/2025,39820
20KG,61,220,13420,542,254,98,,
20KG,115,220,25300,262,262,98,,
20KG,93,220,20460,9,9,98,2/4/2025,20460
20KG,41,220,9020,510,143,98,,
20KG,15,220,3300,17,17,98,,
20KG,423,110,93060,44,140,98,,
10KG,250,110,27500,21,123,99,1/22/2025,27500
10KG,48,110,5280,21,123,99,1/22/2025,5280
10KG,99,110,10890,47,47,99,1/22/2025,10890
10KG,148,110,16280,40,40,99,1/22/2025,16280
10KG,1,110,110,40,40,99,1/22/2025,110
10KG,42,110,4620,51,51,99,1/22/2025,4620
10KG,166,110,18260,39,69,99,,
10KG,32,110,3520,83,83,99,1/22/2025,3520
10KG,33,110,3630,136,136,99,1/28/2025,3630
10KG,128,110,14080,63,63,99,1/22/2025,14080
10KG,63,110,6930,54,54,99,1/22/2025,6930
10KG,93,110,10230,42,42,99,1/24/2025,10230
10KG,101,110,11110,37,37,99,1/22/2025,11110
10KG,49,110,5390,90,90,99,1/22/2025,5390
10KG,77,110,8470,24,24,99,1/22/2025,8470
10KG,54,110,5940,7,126,99,1/22/2025,5940
10KG,54,110,5940,7,230,99,1/22/2025,5940
10KG,78,110,8580,5,5,99,1/22/2025,8580
10KG,66,110,7260,35,35,99,1/22/2025,7260
10KG,1,110,110,545,264,99,1/22/2025,110
10KG,71,110,7810,27,27,99,1/22/2025,7810
10KG,92,110,10120,30,30,99,,
10KG,27,110,2970,99,99,99,1/22/2025,2970
10KG,65,110,7150,277,74,99,1/22/2025,7150
10KG,39,110,4290,45,226,99,,
10KG,39,110,4290,11,11,99,,
10KG,107,110,11770,174,193,99,1/22/2025,11770
10KG,88,110,9680,6,6,99,1/22/2025,9680
10KG,125,110,13750,11,175,99,,
10KG,24,110,2640,370,175,99,3/8/2025,2640
10KG,50,110,5500,9,9,99,2/12/2025,5500
10KG,141,110,15510,265,265,99,1/22/2025,15510
10KG,5,110,550,198,198,99,,
10KG,9,110,990,266,266,99,1/22/2025,990
10KG,130,110,14300,26,26,99,1/23/2025,14300
10KG,70,110,7700,82,26,99,1/24/2025,7700
10KG,46,110,5060,55,55,99,1/22/2025,5060
10KG,45,110,4950,197,197,99,1/22/2025,4950
10KG,65,110,7150,299,221,100,2/19/2025,7150
10KG,178,110,19580,27,27,100,2/6/2025,19580
10KG,111,110,12210,48,48,100,2/5/2025,12210
10KG,42,110,4620,65,267,100,2/28/2025,4620
10KG,82,110,9020,268,268,100,2/4/2025,9020
10KG,361,110,39710,21,123,100,,
10KG,174,110,19140,7,7,100,2/17/2025,19140
10KG,39,110,4290,530,178,100,3/22/2025,4290
10KG,155,220,17050,51,178,100,2/10/2025,17050
20KG,842,220,185240,23,23,101,1/27/2025,185240
20KG,146,220,32120,281,269,101,4/16/2025,32120
20KG,197,220,43340,16,16,101,1/15/2025,43340
20KG,67,220,14740,20,270,101,,
20KG,574,220,126280,32,4,102,,
20KG,155,220,34100,20,112,102,,
20KG,276,220,60720,19,19,102,2/6/2025,60720
20KG,117,220,25740,1,76,102,,
20KG,125,220,27500,34,34,102,,
20KG,342,220,75240,10,10,103,,
20KG,127,220,27940,49,49,103,,
20KG,149,220,32780,17,17,103,,
20KG,110,220,24200,15,203,103,,
20KG,61,220,13420,20,129,103,,
20KG,80,220,17600,29,29,103,,
20KG,66,220,14520,1,76,103,,
20KG,74,110,16280,219,219,103,,
10KG,152,110,16720,59,248,103,1/11/2025,16720
10KG,152,110,16720,395,214,103,1/30/2025,16720
10KG,115,110,12650,256,256,103,1/27/2025,12650
10KG,28,110,3080,1,1,103,1/25/2025,3080
10KG,191,110,21010,38,38,103,2/19/2025,21010
10KG,156,220,17160,34,34,103,,
20KG,75,220,16500,2,2,104,,
20KG,109,220,23980,141,141,104,,
20KG,65,220,14300,182,182,104,,
20KG,187,220,41140,15,81,104,,
20KG,110,220,24200,36,36,104,,
20KG,80,220,17600,132,132,104,,
20KG,22,220,4840,96,96,104,,
20KG,15,220,3300,20,78,104,,
20KG,66,220,14520,20,179,104,,
20KG,127,220,27940,29,29,104,,
20KG,102,220,22440,74,262,104,,
20KG,98,220,21560,35,35,104,1/24/2025,21560
20KG,133,220,29260,5,35,104,1/27/2025,29260
20KG,97,220,21340,21,72,105,,
20KG,137,220,30140,134,134,105,,
20KG,141,220,31020,2,2,105,,
20KG,78,220,17160,141,141,105,,
20KG,60,220,13200,1,271,105,,
20KG,43,220,9460,61,272,105,4/16/2025,9460
20KG,324,220,71280,9,9,105,2/12/2025,71280
20KG,303,220,66660,6,6,105,1/23/2025,66660
20KG,42,220,9240,6,273,105,5/16/2025,9240
20KG,106,220,23320,29,29,106,,
20KG,162,220,35640,132,132,106,,
20KG,52,220,11440,20,129,106,,
20KG,31,220,6820,20,179,106,,
20KG,543,220,119460,20,14,106,,
20KG,155,220,34100,20,274,106,,
20KG,88,220,19360,1,76,106,,
20KG,420,220,92400,10,10,107,,
20KG,52,220,11440,17,17,107,,
20KG,114,220,25080,546,219,107,,
20KG,94,220,20680,15,81,107,,
20KG,31,220,6820,510,143,107,,
20KG,155,220,34100,20,255,107,,
20KG,259,220,56980,36,36,107,,
20KG,140,220,30800,20,112,107,,
20KG,158,110,34760,16,16,107,1/14/2025,34760
10KG,203,110,22330,51,178,108,2/19/2025,22330
10KG,139,110,15290,530,178,108,,
10KG,85,110,9350,529,166,108,,
10KG,29,110,3190,33,33,108,2/21/2025,3190
10KG,20,110,2200,1,76,108,2/18/2025,2200
10KG,213,110,23430,38,38,108,2/26/2025,23430
10KG,117,110,12870,275,275,108,2/18/2025,12870
10KG,118,110,12980,276,276,108,2/18/2025,12980
10KG,48,110,5280,55,55,108,2/18/2025,5280
10KG,49,110,5390,197,197,108,2/18/2025,5390
10KG,114,110,12540,59,248,108,1/15/2025,12540
10KG,120,110,13200,26,26,108,2/18/2025,13200
10KG,70,110,7700,82,82,108,1/21/2025,7700
10KG,43,110,4730,189,189,108,2/18/2025,4730
10KG,44,110,4840,208,208,108,2/26/2025,4840
10KG,74,110,8140,54,54,108,2/26/2025,8140
10KG,84,110,9240,63,63,108,2/18/2025,9240
10KG,126,110,13860,37,37,108,2/18/2025,13860
10KG,207,110,22770,277,277,108,2/18/2025,22770
10KG,115,110,12650,71,71,108,,
10KG,49,110,5390,11,11,108,,
10KG,87,110,9570,151,151,108,2/18/2025,9570
10KG,1,110,110,68,68,108,,
10KG,119,110,13090,198,198,108,,
10KG,157,110,17270,533,78,108,2/18/2025,17270
10KG,27,110,2970,278,278,108,2/18/2025,2970
10KG,26,110,2860,9,9,108,3/4/2025,2860
10KG,102,220,11220,174,147,108,2/18/2025,11220
20KG,52,110,11440,47,47,108,2/25/2025,11440
10KG,54,110,5940,83,83,109,1/27/2025,5940
10KG,157,110,17270,42,42,109,1/27/2025,17270
10KG,139,110,15290,47,47,109,1/27/2025,15290
10KG,187,110,20570,21,123,109,1/27/2025,20570
10KG,34,110,3740,40,40,109,2/27/2025,3740
10KG,62,110,6820,39,69,109,,
10KG,55,110,6050,39,251,109,2/3/2025,6050
10KG,54,110,5940,7,230,109,2/5/2025,5940
10KG,55,110,6050,7,126,109,2/5/2025,6050
10KG,533,110,58630,46,279,109,1/27/2025,58630
10KG,122,110,13420,139,191,109,1/27/2025,13420
10KG,208,110,22880,33,33,109,2/3/2025,22880
10KG,140,110,15400,39,252,109,2/3/2025,15400
10KG,125,110,13750,198,198,109,,
10KG,135,110,14850,6,6,109,1/27/2025,14850
10KG,107,110,11770,151,151,109,1/27/2025,11770
10KG,108,110,11880,71,71,109,,
10KG,32,110,3520,9,9,109,2/12/2025,3520
10KG,58,110,6380,48,48,109,1/27/2025,6380
10KG,73,110,8030,99,99,109,2/19/2025,8030
10KG,13,110,1430,30,30,109,,
10KG,26,220,2860,463,175,109,1/27/2025,2860
20KG,10,220,2200,47,47,109,1/27/2025,2200
20KG,179,220,39380,1,76,110,,
20KG,284,220,62480,1,76,110,,
20KG,113,220,24860,33,33,110,,
20KG,119,220,26180,122,122,110,,
20KG,349,220,76780,280,280,110,,
20KG,42,220,9240,19,19,110,2/6/2025,9240
20KG,29,220,6380,523,121,110,,
20KG,51,220,11220,34,34,110,,
20KG,239,220,52580,6,6,111,1/23/2025,52580
20KG,301,220,66220,17,17,111,,
20KG,172,220,37840,36,36,111,,
20KG,220,220,48400,9,9,111,2/17/2025,48400
20KG,141,220,31020,5,5,111,1/27/2025,31020
20KG,32,220,7040,510,143,111,,
20KG,33,220,7260,521,2,111,,
20KG,425,220,93500,10,10,112,,
20KG,254,220,55880,542,254,112,,
20KG,84,220,18480,20,274,112,,
20KG,416,220,91520,20,14,112,,
20KG,287,220,63140,32,4,113,,
20KG,117,220,25740,281,281,113,4/16/2025,25740
20KG,55,220,12100,15,203,113,,
20KG,38,220,8360,20,129,113,,
20KG,75,220,16500,1,271,113,,
20KG,53,220,11660,96,96,113,,
20KG,45,220,9900,20,78,113,,
20KG,386,220,84920,10,10,113,,
20KG,51,220,11220,96,96,113,,
20KG,219,220,48180,35,35,114,1/27/2025,48180
20KG,100,220,22000,5,5,114,1/27/2025,22000
20KG,175,220,38500,6,6,114,1/27/2025,38500
20KG,167,220,36740,521,2,114,,
20KG,69,220,15180,1,76,114,,
20KG,74,220,16280,1,271,114,,
20KG,105,220,23100,538,272,114,4/16/2025,23100
20KG,221,220,48620,46,282,114,1/20/2025,48620
20KG,76,220,16720,132,132,115,,
20KG,45,220,9900,132,132,115,,
20KG,48,220,10560,9,9,115,2/17/2025,10560
20KG,55,220,12100,29,29,115,,
20KG,161,220,35420,21,72,115,,
20KG,67,220,14740,1,76,115,,
20KG,247,220,54340,15,81,115,,
20KG,83,220,18260,36,36,115,,
20KG,90,220,19800,20,274,115,,
20KG,373,110,82060,20,14,115,,
10KG,196,110,21560,33,33,116,2/4/2025,21560
10KG,81,110,8910,256,256,116,2/4/2025,8910
10KG,68,110,7480,1,76,116,2/4/2025,7480
10KG,76,110,8360,82,82,116,1/21/2025,8360
10KG,5,110,550,281,281,116,4/16/2025,550
10KG,59,110,6490,275,275,116,2/4/2025,6490
10KG,58,110,6380,276,276,116,2/4/2025,6380
10KG,83,110,9130,27,27,116,2/4/2025,9130
10KG,508,110,55880,51,178,116,2/3/2025,55880
10KG,144,110,15840,34,34,116,2/4/2025,15840
10KG,101,110,11110,283,283,116,2/18/2025,11110
10KG,151,110,16610,38,38,116,2/4/2025,16610
10KG,61,110,6710,55,55,116,2/4/2025,6710
10KG,50,110,5500,55,55,116,2/4/2025,5500
10KG,60,110,6600,197,197,116,2/4/2025,6600
10KG,51,110,5610,197,197,116,2/4/2025,5610
10KG,107,110,11770,529,166,116,,
10KG,12,110,1320,1,76,116,2/4/2025,1320
10KG,8,110,880,1,1,116,2/4/2025,880
10KG,5,110,550,9,9,116,2/4/2025,550
10KG,100,110,11000,6,6,116,2/4/2025,11000
10KG,58,110,6380,6,242,116,2/4/2025,6380
10KG,8,110,880,200,242,116,2/4/2025,880
10KG,163,110,17930,11,93,116,,
10KG,34,110,3740,70,70,116,2/4/2025,3740
10KG,12,110,1320,284,284,116,2/4/2025,1320
10KG,132,110,14520,30,30,116,,
10KG,34,170,3740,99,99,116,2/4/2025,3740
15KG,100,110,17000,50,50,116,2/4/2025,17000
10KG,257,110,28270,7,220,117,1/28/2025,28270
10KG,30,110,3300,156,156,117,1/28/2025,3300
10KG,31,110,3410,208,208,117,1/28/2025,3410
10KG,73,110,8030,63,63,117,1/28/2025,8030
10KG,72,110,7920,54,54,117,1/28/2025,7920
10KG,101,110,11110,250,250,117,1/28/2025,11110
10KG,115,110,12650,71,71,117,,
10KG,104,110,11440,102,102,117,2/4/2025,11440
10KG,60,110,6600,48,48,117,1/28/2025,6600
10KG,6,110,660,27,27,117,1/28/2025,660
10KG,92,110,10120,24,24,117,1/28/2025,10120
10KG,100,110,11000,83,83,117,1/28/2025,11000
10KG,76,110,8360,83,83,117,1/28/2025,8360
10KG,4,110,440,47,47,117,1/28/2025,440
10KG,48,110,5280,258,258,117,1/28/2025,5280
10KG,77,110,8470,40,40,117,1/28/2025,8470
10KG,110,110,12100,39,39,117,,
10KG,356,110,39160,21,21,117,2/5/2025,39160
10KG,50,110,5500,83,83,117,1/28/2025,5500
10KG,51,110,5610,136,136,117,2/11/2025,5610
10KG,52,110,5720,43,43,117,1/28/2025,5720
10KG,27,110,2970,136,136,117,,
10KG,27,110,2970,285,285,117,1/28/2025,2970
10KG,44,110,4840,7,230,117,1/28/2025,4840
10KG,45,220,4950,7,126,117,1/28/2025,4950
20KG,55,220,12100,47,47,117,1/28/2025,12100
20KG,99,220,21780,49,49,118,,
20KG,249,220,54780,16,16,118,1/18/2025,54780
20KG,126,220,27720,20,112,118,,
20KG,155,220,34100,1,76,118,,
20KG,54,220,11880,20,270,118,,
20KG,39,220,8580,546,219,118,,
20KG,148,220,32560,19,19,118,2/6/2025,32560
20KG,142,220,31240,1,95,118,,
20KG,56,220,12320,19,286,118,2/6/2025,12320
20KG,35,220,7700,19,286,118,2/6/2025,7700
20KG,40,110,8800,287,287,118,,
10KG,149,110,16390,50,50,119,1/25/2025,16390
10KG,102,110,11220,8,178,119,2/3/2025,11220
10KG,47,110,5170,256,172,119,1/27/2025,5170
10KG,98,110,10780,74,248,119,1/17/2025,10780
10KG,92,110,10120,395,214,119,1/27/2025,10120
10KG,70,110,7700,39,252,119,1/25/2025,7700
10KG,100,110,11000,283,283,119,3/8/2025,11000
10KG,83,110,9130,55,55,119,1/25/2025,9130
10KG,84,110,9240,197,197,119,1/25/2025,9240
10KG,198,110,21780,526,130,119,1/25/2025,21780
10KG,4,110,440,1,76,119,1/25/2025,440
10KG,55,110,6050,63,63,119,1/25/2025,6050
10KG,44,110,4840,151,151,119,1/25/2025,4840
10KG,151,110,16610,6,6,119,1/25/2025,16610
10KG,54,110,5940,277,74,119,1/25/2025,5940
10KG,1,110,110,200,74,119,1/25/2025,110
10KG,60,110,6600,6,242,119,1/25/2025,6600
10KG,132,110,14520,43,43,119,1/25/2025,14520
10KG,11,110,1210,37,37,119,1/25/2025,1210
10KG,69,110,7590,90,90,119,1/25/2025,7590
10KG,70,110,7700,21,123,119,1/25/2025,7700
10KG,129,110,14190,39,69,119,,
10KG,209,110,22990,7,220,119,1/25/2025,22990
10KG,32,220,3520,202,202,119,1/28/2028,3520
20KG,71,220,15620,1,76,120,,
20KG,57,220,12540,1,76,120,,
20KG,110,220,24200,1,76,120,,
20KG,84,220,18480,1,95,120,,
20KG,229,220,50380,49,49,120,,
20KG,203,220,44660,16,16,120,1/21/2025,44660
20KG,517,220,113740,44,288,120,,
20KG,342,220,75240,20,289,121,,
20KG,650,220,143000,32,4,121,,
20KG,177,220,38940,49,49,121,,
20KG,104,220,22880,16,16,121,1/21/2025,22880
20KG,144,220,31680,29,29,122,,
20KG,169,220,37180,29,29,122,,
20KG,365,220,80300,46,46,122,1/20/2025,80300
20KG,146,220,32120,36,36,122,,
20KG,50,220,11000,20,219,122,,
20KG,190,220,41800,6,6,122,1/31/2025,41800
20KG,101,220,22220,15,81,122,,
20KG,56,220,12320,132,132,122,,
20KG,49,220,10780,9,9,122,2/17/2025,10780
20KG,143,220,31460,521,2,122,,
20KG,35,220,7700,5,5,122,1/27/2025,7700
20KG,308,220,67760,35,35,122,2/3/2025,67760
20KG,64,220,14080,132,132,122,,
20KG,21,220,4620,132,132,122,,
20KG,180,220,39600,6,6,122,1/27/2025,39600
20KG,405,220,89100,542,254,123,,
20KG,123,220,27060,25,75,123,,
20KG,435,220,95700,36,36,123,,
20KG,134,220,29480,20,112,123,,
20KG,323,220,71060,15,290,123,,
20KG,60,220,13200,19,19,123,2/6/2025,13200
20KG,125,220,27500,19,286,123,2/6/2025,27500
20KG,699,220,153780,10,10,124,,
20KG,111,220,24420,141,141,124,,
20KG,204,220,44880,35,35,124,1/27/2025,44880
20KG,118,220,25960,5,5,124,1/27/2025,25960
20KG,353,220,77660,46,46,125,1/20/2025,77660
20KG,31,220,6820,34,34,125,,
20KG,98,220,21560,210,210,125,,
20KG,667,220,146740,20,14,125,,
20KG,75,220,16500,37,37,126,,
20KG,104,220,22880,38,200,126,2/20/2025,22880
20KG,152,220,33440,262,262,126,,
20KG,57,220,12540,20,219,126,,
20KG,120,110,26400,15,291,126,,
10KG,88,110,9680,9,9,126,2/12/2025,9680
10KG,7,110,770,9,9,126,5/6/2025,770
10KG,2,110,220,5,5,126,2/5/2025,220
10KG,71,110,7810,14,14,126,2/18/2025,7810
10KG,151,110,16610,11,93,126,,
10KG,2,110,220,21,123,126,2/5/2025,220
10KG,37,110,4070,26,26,126,2/5/2025,4070
10KG,70,110,7700,82,82,126,1/21/2025,7700
10KG,99,110,10890,235,235,126,2/5/2025,10890
10KG,292,110,32120,7,220,126,2/5/2025,32120
10KG,188,110,20680,43,43,126,2/5/2025,20680
10KG,50,110,5500,7,126,126,2/5/2025,5500
10KG,44,110,4840,208,208,126,2/5/2025,4840
10KG,44,110,4840,7,126,126,2/5/2025,4840
10KG,45,110,4950,7,230,126,2/5/2025,4950
10KG,8,110,880,1,1,126,2/5/2025,880
10KG,7,110,770,1,292,126,2/5/2025,770
10KG,39,110,4290,1,293,126,2/5/2025,4290
10KG,115,110,12650,38,38,126,,
10KG,8,110,880,34,34,126,2/5/2025,880
10KG,52,110,5720,276,276,126,2/5/2025,5720
10KG,53,110,5830,275,275,126,2/5/2025,5830
10KG,51,110,5610,55,55,126,2/5/2025,5610
10KG,52,110,5720,197,197,126,2/5/2025,5720
10KG,38,110,4180,548,294,126,2/5/2025,4180
10KG,26,110,2860,30,30,127,,
10KG,31,110,3410,99,99,127,2/4/2025,3410
10KG,77,110,8470,225,225,127,2/3/2025,8470
10KG,42,110,4620,224,224,127,2/3/2025,4620
10KG,364,110,40040,71,71,127,,
10KG,90,110,9900,30,30,127,,
10KG,90,110,9900,99,99,127,2/4/2025,9900
10KG,75,110,8250,224,224,127,2/3/2025,8250
10KG,31,110,3410,20,20,127,2/3/2025,3410
10KG,21,110,2310,277,277,127,2/3/2025,2310
10KG,86,110,9460,533,78,127,2/3/2025,9460
10KG,34,110,3740,48,48,127,2/3/2025,3740
10KG,34,110,3740,27,27,127,2/3/2025,3740
10KG,126,110,13860,45,295,127,,
10KG,7,110,770,9,9,127,2/3/2025,770
10KG,12,110,1320,70,70,127,2/3/2025,1320
10KG,70,110,7700,11,103,127,,
10KG,55,110,6050,71,103,127,,
10KG,43,110,4730,71,71,127,,
10KG,45,110,4950,73,249,127,2/3/2025,4950
10KG,55,110,6050,54,54,127,2/3/2025,6050
10KG,123,110,13530,42,42,127,2/3/2025,13530
10KG,34,110,3740,285,285,127,2/3/2025,3740
10KG,34,110,3740,296,296,127,2/3/2025,3740
10KG,54,110,5940,54,54,127,2/3/2025,5940
10KG,10,110,1100,37,37,127,2/3/2025,1100
10KG,23,110,2530,250,250,127,2/3/2025,2530
10KG,98,110,10780,90,90,127,2/3/2025,10780
10KG,100,110,11000,21,123,127,2/3/2025,11000
10KG,45,110,4950,39,251,127,2/4/2025,4950
10KG,44,110,4840,7,230,127,2/3/2025,4840
10KG,43,110,4730,21,123,127,2/3/2025,4730
10KG,64,110,7040,5,5,127,1/27/2025,7040
10KG,35,110,3850,26,26,127,2/3/2025,3850
10KG,72,110,7920,67,67,127,2/3/2025,7920
10KG,135,220,14850,6,6,127,2/3/2025,14850
20KG,80,220,17600,5,5,127,1/27/2025,17600
20KG,458,220,100760,10,10,128,,
20KG,256,220,56320,15,291,128,,
20KG,25,220,5500,20,14,128,,
20KG,54,220,11880,49,49,128,,
20KG,125,220,27500,2,2,128,,
20KG,157,220,34540,210,210,128,,
20KG,127,220,27940,210,210,128,,
20KG,545,220,119900,36,36,129,,
20KG,295,220,64900,15,81,129,,
20KG,85,220,18700,132,132,129,,
20KG,43,220,9460,132,132,129,,
20KG,115,220,25300,17,17,129,,
20KG,70,220,15400,74,262,129,,
20KG,116,220,25520,9,9,130,2/17/2025,25520
20KG,134,220,29480,35,35,130,1/27/2025,29480
20KG,164,220,36080,5,5,130,1/27/2025,36080
20KG,299,220,65780,16,16,130,1/27/2025,65780
20KG,98,220,21560,49,49,130,,
20KG,159,220,34980,20,146,130,,
20KG,158,110,34760,20,112,130,,
10KG,50,110,5500,73,249,131,2/18/2025,5500
10KG,42,110,4620,463,297,131,1/5/2025,4620
10KG,134,110,14740,83,83,131,1/5/2025,14740
10KG,96,110,10560,24,24,131,1/5/2025,10560
10KG,101,110,11110,40,40,131,1/5/2025,11110
10KG,59,110,6490,39,69,131,,
10KG,88,110,9680,7,230,131,1/5/2025,9680
10KG,81,110,8910,43,43,131,1/5/2025,8910
10KG,4,110,440,5,5,131,1/5/2025,440
10KG,193,110,21230,42,42,131,1/5/2025,21230
10KG,71,110,7810,13,13,131,1/5/2025,7810
10KG,38,110,4180,250,250,131,1/5/2025,4180
10KG,44,110,4840,285,285,131,1/5/2025,4840
10KG,44,110,4840,136,136,131,2/17/2025,4840
10KG,78,110,8580,90,90,131,1/5/2025,8580
10KG,80,220,8800,21,123,131,1/5/2025,8800
20KG,119,220,26180,5,5,131,1/5/2025,26180
20KG,45,110,9900,47,47,131,1/5/2025,9900
10KG,117,110,12870,463,175,131,1/5/2025,12870
10KG,58,110,6380,533,78,131,1/5/2025,6380
10KG,117,110,12870,6,6,131,1/5/2025,12870
10KG,52,110,5720,28,263,131,1/5/2025,5720
10KG,21,110,2310,87,87,131,2/24/2025,2310
10KG,76,110,8360,55,55,131,1/5/2025,8360
10KG,76,110,8360,197,197,131,1/5/2025,8360
10KG,66,110,7260,71,103,131,3/3/2025,7260
10KG,103,110,11330,11,103,131,,
10KG,102,110,11220,45,295,131,,
10KG,56,110,6160,198,198,131,,
10KG,64,220,7040,30,30,131,,
20KG,440,220,96800,29,29,132,,
20KG,41,220,9020,132,132,132,,
20KG,28,220,6160,510,143,132,,
20KG,41,220,9020,20,129,132,,
20KG,50,220,11000,96,96,132,,
20KG,325,220,71500,6,6,132,1/31/2025,71500
20KG,135,220,29700,17,17,132,,
20KG,104,220,22880,64,64,132,,
20KG,367,220,80740,15,81,133,,
20KG,170,220,37400,2,2,133,,
20KG,41,220,9020,182,182,133,,
20KG,57,220,12540,141,141,133,,
20KG,307,220,67540,35,35,133,1/30/2025,67540
20KG,125,220,27500,5,5,133,1/27/2025,27500
20KG,100,220,22000,43,43,133,1/31/2025,22000
20KG,441,220,97020,12,12,134,,
20KG,550,220,121000,44,288,134,,
20KG,54,220,11880,1,76,134,,
20KG,106,220,23320,1,76,134,,
20KG,31,220,6820,1,292,134,,
20KG,100,220,22000,1,292,134,,
20KG,607,220,133540,10,10,135,,
20KG,60,220,13200,43,43,135,1/31/2025,13200
20KG,95,220,20900,1,76,135,,
20KG,45,220,9900,510,143,135,,
20KG,85,220,18700,20,78,135,,
20KG,225,220,49500,23,23,135,,
20KG,57,220,12540,20,129,135,,
20KG,355,220,78100,36,36,136,,
20KG,123,220,27060,29,29,136,,
20KG,475,220,104500,46,46,136,1/20/2025,104500
20KG,174,220,38280,20,112,136,,
20KG,518,220,113960,32,4,137,,
20KG,232,220,51040,16,16,137,,
20KG,56,220,12320,270,270,137,,
20KG,150,220,33000,3,3,137,,
20KG,94,220,20680,19,286,137,2/6/2025,20680
20KG,115,110,25300,19,19,137,2/6/2025,25300
10KG,175,110,19250,27,27,138,2/11/2025,19250
10KG,44,110,4840,208,208,138,2/11/2025,4840
10KG,24,110,2640,298,298,138,2/11/2025,2640
10KG,41,110,4510,299,299,138,2/11/2025,4510
10KG,60,110,6600,5,5,138,2/20/2025,6600
10KG,42,110,4620,240,177,138,2/11/2025,4620
10KG,50,110,5500,40,40,138,2/11/2025,5500
10KG,50,110,5500,74,74,138,,
10KG,86,110,9460,47,47,138,2/11/2025,9460
10KG,149,110,16390,67,67,138,2/11/2025,16390
10KG,95,110,10450,24,24,138,2/11/2025,10450
10KG,90,110,9900,39,69,138,,
10KG,55,110,6050,26,26,138,2/11/2025,6050
10KG,190,110,20900,7,7,138,2/17/2025,20900
10KG,125,110,13750,83,83,138,2/11/2025,13750
10KG,277,110,30470,42,42,138,2/11/2025,30470
10KG,35,110,3850,298,298,138,2/11/2025,3850
10KG,55,110,6050,300,300,138,2/11/2025,6050
10KG,6,110,660,9,9,138,2/17/2025,660
10KG,42,110,4620,157,157,138,,
10KG,48,110,5280,136,136,138,2/17/2025,5280
10KG,47,110,5170,285,285,138,2/11/2025,5170
10KG,115,110,12650,63,63,138,2/11/2025,12650
10KG,62,110,6820,54,54,138,2/11/2025,6820
10KG,53,110,5830,202,202,138,2/27/2025,5830
10KG,81,110,8910,13,13,138,2/11/2025,8910
10KG,1,110,110,258,258,138,2/11/2025,110
10KG,37,110,4070,24,24,138,2/11/2025,4070
10KG,7,110,770,9,9,138,2/17/2025,770
10KG,7,110,770,71,71,138,3/3/2025,770
10KG,23,110,2530,63,63,138,2/11/2025,2530
10KG,50,110,5500,73,249,138,2/11/2025,5500
10KG,46,110,5060,250,250,138,2/11/2025,5060
10KG,71,220,7810,301,221,138,2/12/2025,7810
20KG,96,220,21120,5,5,138,2/20/2025,21120
20KG,50,110,11000,47,47,138,2/11/2025,11000
10KG,35,110,3850,11,103,139,,
10KG,44,110,4840,11,103,139,,
10KG,50,110,5500,9,9,139,2/19/2025,5500
10KG,75,110,8250,87,87,139,2/19/2025,8250
10KG,78,110,8580,70,70,139,2/19/2025,8580
10KG,33,110,3630,87,87,139,2/19/2025,3630
10KG,38,110,4180,284,284,139,2/19/2025,4180
10KG,19,110,2090,301,301,139,2/19/2025,2090
10KG,82,110,9020,30,30,139,,
10KG,12,110,1320,99,99,139,2/19/2025,1320
10KG,17,110,1870,302,302,139,2/21/2025,1870
10KG,100,110,11000,45,295,139,,
10KG,87,110,9570,174,147,139,2/19/2025,9570
10KG,136,110,14960,71,71,139,,
10KG,9,110,990,63,63,139,2/19/2025,990
10KG,104,110,11440,28,263,139,2/19/2025,11440
10KG,51,110,5610,48,48,139,2/19/2025,5610
10KG,33,110,3630,34,34,139,2/19/2025,3630
10KG,44,110,4840,45,45,139,,
10KG,134,110,14740,6,6,139,2/19/2025,14740
10KG,17,110,1870,71,71,139,,
