unit,quantity,rate,gi_amount,from_party_id,to_party_id,consignment_id,party_payment,paid_amount
20KG,80,220,17600,1,455,413,,
20KG,99,220,21780,23,444,413,,
20KG,85,220,18700,270,270,413,,
20KG,108,220,23760,15,15,413,,
20KG,119,110,26180,35,35,413,3/24/2025,26180
10KG,26,110,2860,55,55,413,3/12/2025,2860
10KG,27,110,2970,197,197,413,3/22/2025,2970
10KG,29,110,3190,1,459,413,3/22/2025,3190
10KG,55,110,6050,235,235,413,3/22/2025,6050
10KG,55,110,6050,82,82,413,3/24/2025,6050
10KG,47,110,5170,281,281,413,4/16/2025,5170
10KG,49,110,5390,124,396,413,,
10KG,150,110,16500,51,178,413,3/13/2025,16500
10KG,55,110,6050,397,397,414,4/10/2025,6050
10KG,212,110,23320,42,42,414,3/19/2025,23320
10KG,286,110,31460,7,7,414,4/29/2025,31460
10KG,115,110,12650,7,230,414,4/29/2025,12650
10KG,100,110,11000,47,47,414,4/10/2025,11000
10KG,30,110,3300,47,47,414,4/10/2025,3300
10KG,154,110,16940,39,140,414,4/10/2025,16940
10KG,51,110,5610,27,27,414,4/24/2025,5610
10KG,51,110,5610,139,139,414,4/10/2025,5610
10KG,128,110,14080,67,67,414,,
10KG,77,110,8470,11,11,414,,
10KG,77,110,8470,152,152,414,4/28/2025,8470
10KG,24,110,2640,258,258,414,4/10/2025,2640
10KG,87,110,9570,83,83,414,4/10/2025,9570
10KG,91,110,10010,63,63,414,4/10/2025,10010
10KG,280,110,30800,54,54,414,4/10/2025,30800
10KG,131,110,14410,109,109,414,4/10/2025,14410
10KG,45,110,4950,213,468,414,4/29/2025,4950
10KG,45,110,4950,202,469,414,5/2/2025,4950
10KG,46,110,5060,89,89,414,4/10/2025,5060
10KG,10,110,1100,94,94,414,4/10/2025,1100
10KG,30,110,3300,208,208,414,4/10/2025,3300
10KG,180,220,19800,90,90,414,4/10/2025,19800
20KG,65,110,14300,47,47,414,4/10/2025,14300
10KG,728,110,80080,51,178,415,4/9/2025,80080
10KG,716,110,78760,17,17,415,4/9/2025,78760
10KG,211,110,23210,8,446,415,,
10KG,153,110,16830,56,56,415,4/9/2025,16830
10KG,84,110,9240,55,55,415,4/9/2025,9240
10KG,86,110,9460,197,197,415,4/9/2025,9460
10KG,55,110,6050,11,11,415,,
10KG,96,110,10560,236,398,415,4/21/2025,10560
10KG,76,110,8360,45,404,415,,
10KG,217,220,23870,7,7,415,4/9/2025,23870
20KG,571,220,125620,10,10,416,,
20KG,196,220,43120,49,49,416,,
20KG,51,220,11220,510,143,416,,
20KG,35,220,7700,132,132,416,,
20KG,35,220,7700,20,129,416,,
20KG,53,220,11660,6,6,416,5/16/2025,11660
20KG,41,220,9020,1,76,416,,
20KG,128,220,28160,9,9,416,4/21/2025,28160
20KG,86,220,18920,1,470,416,,
20KG,74,220,16280,66,255,416,,
20KG,53,220,11660,428,428,416,4/9/2025,11660
20KG,529,220,116380,36,36,417,,
20KG,169,220,37180,17,17,417,,
20KG,228,220,50160,61,417,417,4/16/2025,50160
20KG,68,220,14960,23,23,417,3/27/2025,14960
20KG,55,220,12100,29,29,417,,
20KG,113,220,24860,132,132,417,,
20KG,76,110,16720,35,35,417,3/24/2025,16720
10KG,181,110,19910,33,33,418,,
10KG,60,110,6600,471,471,418,,
10KG,88,110,9680,28,263,418,,
10KG,89,110,9790,99,99,418,,
10KG,23,110,2530,427,427,418,3/25/2025,2530
10KG,34,110,3740,1,1,418,,
10KG,8,110,880,367,367,418,,
10KG,18,110,1980,99,99,418,5/8/2025,1980
10KG,51,110,5610,30,30,418,,
10KG,32,110,3520,9,9,418,4/21/2025,3520
10KG,41,110,4510,27,27,418,,
10KG,180,110,19800,8,8,418,,
10KG,12,110,1320,1,1,418,,
10KG,158,110,17380,6,6,418,3/26/2025,17380
10KG,40,110,4400,48,48,418,,
10KG,51,110,5610,63,63,418,5/23/2025,5610
10KG,51,220,5610,151,151,418,,
20KG,451,220,99220,12,12,418,,
20KG,387,220,85140,29,29,419,,
20KG,179,220,39380,32,4,419,,
20KG,158,220,34760,36,36,419,,
20KG,228,220,50160,53,16,419,3/18/2025,50160
20KG,50,220,11000,1,76,419,,
20KG,42,220,9240,1,459,419,,
20KG,96,220,21120,23,23,419,4/7/2025,21120
20KG,374,220,82280,10,10,420,,
20KG,121,220,26620,9,9,420,4/28/2025,26620
20KG,266,220,58520,35,35,420,4/4/2025,58520
20KG,49,220,10780,6,6,420,3/19/2025,10780
20KG,66,220,14520,428,428,420,4/9/2025,14520
20KG,53,220,11660,510,143,420,,
20KG,55,220,12100,33,33,420,,
20KG,49,220,10780,66,66,420,,
20KG,63,220,13860,29,29,420,,
20KG,40,110,8800,132,132,420,,
10KG,51,110,5610,109,109,421,5/7/2025,5610
10KG,41,110,4510,258,258,421,4/4/2025,4510
10KG,96,110,10560,397,397,421,4/4/2025,10560
10KG,86,110,9460,7,431,421,4/4/2025,9460
10KG,56,110,6160,39,69,421,,
10KG,54,110,5940,62,232,421,,
10KG,262,110,28820,7,230,421,4/4/2025,28820
10KG,158,110,17380,42,42,421,4/10/2025,17380
10KG,58,110,6380,83,83,421,4/4/2025,6380
10KG,3,110,330,35,35,421,,
10KG,133,110,14630,39,140,421,4/10/2025,14630
10KG,267,110,29370,73,249,421,4/9/2025,29370
10KG,66,110,7260,561,350,421,4/23/2025,7260
10KG,111,110,12210,213,401,421,4/29/2025,12210
10KG,76,110,8360,376,401,421,4/4/2025,8360
10KG,93,110,10230,198,198,421,,
10KG,95,110,10450,8,227,421,,
10KG,44,110,4840,174,193,421,4/21/2025,4840
10KG,95,110,10450,28,263,421,4/4/2025,10450
10KG,66,110,7260,55,55,421,4/4/2025,7260
10KG,67,110,7370,197,197,421,4/4/2025,7370
10KG,23,110,2530,9,9,421,4/16/2025,2530
10KG,10,110,1100,33,33,421,,
10KG,151,110,16610,56,56,421,4/4/2025,16610
10KG,96,110,10560,414,414,421,,
10KG,204,110,22440,6,6,421,4/23/2025,22440
10KG,96,110,10560,235,235,421,4/4/2025,10560
10KG,48,110,5280,26,26,421,5/3/2025,5280
10KG,63,220,6930,82,82,421,4/4/2025,6930
20KG,462,220,101640,15,15,422,,
20KG,263,220,57860,2,2,422,,
20KG,292,220,64240,12,12,422,,
20KG,246,220,54120,14,14,423,,
20KG,157,220,34540,5,5,423,3/25/2025,34540
20KG,386,110,84920,15,15,423,,
10KG,161,110,17710,11,93,423,,
10KG,80,220,8800,26,26,423,,
20KG,156,220,34320,35,35,423,4/4/2025,34320
20KG,630,220,138600,10,10,424,,
20KG,111,220,24420,36,36,424,,
20KG,89,220,19580,428,428,424,4/9/2025,19580
20KG,63,220,13860,6,6,424,4/9/2025,13860
20KG,215,220,47300,35,35,424,4/4/2025,47300
20KG,86,220,18920,53,262,424,,
20KG,475,220,104500,29,29,425,,
20KG,144,220,31680,49,49,425,,
20KG,232,220,51040,25,75,425,,
20KG,148,220,32560,566,359,425,,
20KG,186,220,40920,53,16,425,3/24/2025,40920
20KG,98,110,21560,23,23,425,4/7/2025,21560
10KG,112,110,12320,397,397,426,,
10KG,89,110,9790,5,5,426,4/10/2025,9790
10KG,62,110,6820,90,90,426,4/10/2025,6820
10KG,88,110,9680,42,42,426,4/21/2025,9680
10KG,192,110,21120,7,431,426,4/29/2025,21120
10KG,87,110,9570,24,24,426,4/10/2025,9570
10KG,41,110,4510,39,472,426,,
10KG,143,110,15730,39,69,426,,
10KG,60,110,6600,62,232,426,,
10KG,121,110,13310,83,83,426,4/10/2025,13310
10KG,31,110,3410,189,189,426,4/10/2025,3410
10KG,55,110,6050,120,394,426,4/10/2025,6050
10KG,58,110,6380,208,208,426,4/10/2025,6380
10KG,61,110,6710,47,47,426,4/10/2025,6710
10KG,409,110,44990,21,123,426,4/10/2025,44990
10KG,63,110,6930,345,345,426,4/10/2025,6930
10KG,1,110,110,372,372,426,4/10/2025,110
10KG,35,110,3850,156,80,426,4/24/2025,3850
10KG,42,110,4620,432,432,426,4/10/2025,4620
10KG,42,110,4620,213,468,426,4/29/2025,4620
10KG,25,110,2750,106,106,426,5/2/2025,2750
10KG,105,110,11550,213,401,426,4/29/2025,11550
10KG,101,110,11110,376,401,426,,
10KG,1,110,110,437,437,426,4/10/2025,110
10KG,117,110,12870,6,6,426,4/10/2025,12870
10KG,86,110,9460,30,30,426,,
10KG,88,110,9680,99,99,426,4/10/2025,9680
10KG,42,110,4620,224,224,426,4/10/2025,4620
10KG,1,110,110,36,36,426,4/10/2025,110
10KG,88,110,9680,6,242,426,4/10/2025,9680
10KG,12,110,1320,68,68,426,,
10KG,24,110,2640,427,427,426,4/10/2025,2640
10KG,64,110,7040,45,45,426,,
10KG,60,110,6600,439,439,426,4/28/2025,6600
10KG,40,220,4400,473,473,426,,
20KG,75,110,16500,47,47,426,4/10/2025,16500
10KG,31,110,3410,55,55,427,4/8/2025,3410
10KG,149,110,16390,56,56,427,4/8/2025,16390
10KG,68,110,7480,235,235,427,4/8/2025,7480
10KG,67,110,7370,82,82,427,4/8/2025,7370
10KG,67,110,7370,26,26,427,4/19/2025,7370
10KG,104,110,11440,275,275,427,4/8/2025,11440
10KG,103,110,11330,276,276,427,4/8/2025,11330
10KG,6,110,660,23,461,427,4/8/2025,660
10KG,345,110,37950,51,178,427,5/21/2025,37950
10KG,123,110,13530,526,130,427,4/9/2025,13530
10KG,66,110,7260,1,459,427,4/8/2025,7260
10KG,4,110,440,1,76,427,4/8/2025,440
10KG,78,110,8580,236,398,427,4/28/2025,8580
10KG,31,110,3410,197,197,427,4/8/2025,3410
10KG,913,110,100430,17,17,427,4/8/2025,100430
10KG,700,220,77000,8,446,427,,
20KG,369,220,81180,15,15,427,,
20KG,84,220,18480,15,15,428,,
20KG,199,220,43780,29,29,428,,
20KG,67,220,14740,96,96,428,,
20KG,47,220,10340,66,66,428,,
20KG,35,220,7700,510,143,428,,
20KG,203,220,44660,32,4,428,,
20KG,53,220,11660,49,49,428,,
20KG,154,220,33880,538,272,428,4/16/2025,33880
20KG,77,110,16940,1,76,428,,
10KG,122,220,13420,7,7,428,4/8/2025,13420
20KG,533,220,117260,23,23,429,4/7/2025,117260
20KG,201,220,44220,566,359,429,,
20KG,143,220,31460,53,16,429,3/17/2025,31460
20KG,168,220,36960,25,75,429,,
20KG,150,220,33000,1,472,429,,
20KG,462,220,101640,29,29,430,,
20KG,211,220,46420,29,29,430,,
20KG,224,220,49280,5,5,430,3/25/2025,49280
20KG,189,220,41580,35,35,430,4/8/2025,41580
20KG,64,220,14080,6,6,430,3/19/2025,14080
20KG,84,220,18480,428,428,430,4/9/2025,18480
20KG,454,220,99880,10,10,431,,
20KG,168,220,36960,53,262,431,,
20KG,157,220,34540,132,132,431,,
20KG,65,220,14300,33,33,431,,
20KG,25,220,5500,20,129,431,,
20KG,27,220,5940,66,66,431,,
20KG,50,110,11000,14,14,431,,
10KG,271,110,29810,6,6,431,3/19/2025,29810
10KG,10,220,1100,33,33,431,,
20KG,362,220,79640,36,36,432,,
20KG,145,220,31900,15,15,432,,
20KG,197,220,43340,391,391,432,,
20KG,234,220,51480,17,17,432,4/28/2025,51480
20KG,236,220,51920,61,417,432,4/16/2025,51920
20KG,524,220,115280,10,10,433,,
20KG,214,220,47080,487,391,433,,
20KG,100,220,22000,431,431,433,,
20KG,62,220,13640,15,15,433,,
20KG,415,220,91300,10,10,434,,
20KG,210,220,46200,29,29,434,,
20KG,236,220,51920,36,36,434,,
20KG,200,220,44000,53,16,434,3/21/2025,44000
20KG,93,220,20460,15,389,434,,
20KG,114,220,25080,7,7,434,3/24/2025,25080
20KG,182,220,40040,588,12,435,,
20KG,317,220,69740,589,29,435,,
20KG,304,220,66880,590,61,435,4/16/2025,66880
20KG,237,220,52140,591,2,435,,
20KG,100,110,22000,592,2,435,,
10KG,50,110,5500,593,35,435,,
10KG,50,110,5500,594,6,435,3/19/2025,5500
10KG,515,110,56650,595,93,436,,
10KG,177,110,19470,596,26,436,3/18/2025,19470
10KG,70,110,7700,597,475,436,3/18/2025,7700
10KG,40,220,4400,598,476,436,3/18/2025,4400
20KG,172,110,37840,599,5,436,,
10KG,343,110,37730,11,93,437,,
10KG,84,110,9240,99,99,437,5/1/2025,9240
10KG,86,110,9460,30,30,437,,
10KG,224,110,24640,367,367,437,4/4/2025,24640
10KG,16,110,1760,99,99,437,5/1/2025,1760
10KG,80,110,8800,30,30,437,,
10KG,63,110,6930,99,99,437,5/1/2025,6930
10KG,90,110,9900,477,477,437,4/4/2025,9900
10KG,21,110,2310,63,63,437,4/4/2025,2310
10KG,67,110,7370,240,368,437,4/16/2025,7370
10KG,3,110,330,68,68,437,,
10KG,110,110,12100,370,453,437,,
10KG,55,110,6050,27,27,437,4/10/2025,6050
10KG,56,110,6160,48,48,437,4/16/2025,6160
10KG,2,110,220,27,27,437,4/10/2025,220
10KG,12,110,1320,65,65,437,,
10KG,89,110,9790,236,404,437,,
10KG,91,110,10010,236,398,437,5/8/2025,10010
10KG,126,110,13860,8,8,437,,
10KG,53,110,5830,370,370,437,,
10KG,1,110,110,45,45,437,,
10KG,2,110,220,370,370,437,,
10KG,111,110,12210,28,263,437,4/4/2025,12210
10KG,112,110,12320,414,414,437,,
10KG,59,110,6490,239,239,437,4/4/2025,6490
10KG,142,110,15620,6,242,437,4/4/2025,15620
10KG,149,110,16390,198,198,437,,
10KG,44,220,4840,427,427,437,4/4/2025,4840
20KG,1,110,220,68,68,437,,
10KG,154,110,16940,397,397,438,4/12/2025,16940
10KG,74,110,8140,27,27,438,4/24/2025,8140
10KG,105,110,11550,35,35,438,4/12/2025,11550
10KG,114,110,12540,39,69,438,,
10KG,104,110,11440,39,10,438,4/12/2025,11440
10KG,245,110,26950,47,47,438,5/7/2025,26950
10KG,32,110,3520,189,406,438,4/12/2025,3520
10KG,32,110,3520,156,80,438,4/24/2025,3520
10KG,33,110,3630,136,449,438,4/28/2025,3630
10KG,104,110,11440,67,67,438,,
10KG,9,110,990,7,220,438,4/29/2025,990
10KG,140,110,15400,83,83,438,4/12/2025,15400
10KG,40,110,4400,189,189,438,4/12/2025,4400
10KG,151,110,16610,213,401,438,4/29/2025,16610
10KG,104,110,11440,73,249,438,4/12/2025,11440
10KG,142,110,15620,7,230,438,4/29/2025,15620
10KG,56,110,6160,43,43,438,4/12/2025,6160
10KG,55,110,6050,89,89,438,4/16/2025,6050
10KG,25,110,2750,478,478,438,4/12/2025,2750
10KG,254,110,27940,90,90,438,4/12/2025,27940
10KG,141,110,15510,13,13,438,4/12/2025,15510
10KG,110,110,12100,109,109,438,5/7/2025,12100
10KG,17,110,1870,258,258,438,4/12/2025,1870
10KG,136,110,14960,376,401,438,4/12/2025,14960
10KG,171,110,18810,11,11,439,,
10KG,99,110,10890,281,281,439,4/16/2025,10890
10KG,97,110,10670,124,396,439,,
10KG,64,110,7040,55,55,439,4/9/2025,7040
10KG,65,110,7150,197,197,439,4/9/2025,7150
10KG,106,110,11660,55,55,439,4/9/2025,11660
10KG,106,110,11660,197,197,439,4/9/2025,11660
10KG,687,110,75570,51,178,439,4/9/2025,75570
10KG,78,110,8580,82,82,439,4/9/2025,8580
10KG,77,110,8470,235,235,439,4/9/2025,8470
10KG,113,110,12430,526,130,439,4/9/2025,12430
10KG,127,110,13970,11,11,439,,
10KG,136,110,14960,74,59,439,3/15/2025,14960
10KG,116,110,12760,395,395,439,,
10KG,138,110,15180,7,7,439,4/9/2025,15180
10KG,75,110,8250,276,276,439,4/9/2025,8250
10KG,74,110,8140,275,275,439,4/9/2025,8140
10KG,5,110,550,259,259,439,4/9/2025,550
10KG,19,110,2090,1,76,439,4/9/2025,2090
10KG,321,110,35310,56,56,440,4/18/2025,35310
10KG,229,110,25190,17,17,440,4/18/2025,25190
10KG,413,110,45430,51,178,440,4/18/2025,45430
10KG,61,110,6710,120,394,440,4/18/2025,6710
10KG,81,110,8910,479,479,440,4/18/2025,8910
10KG,82,110,9020,63,63,440,4/26/2025,9020
10KG,182,110,20020,24,24,440,4/18/2025,20020
10KG,56,110,6160,208,208,440,4/18/2025,6160
10KG,84,110,9240,7,7,440,4/18/2025,9240
10KG,242,110,26620,54,54,440,4/18/2025,26620
10KG,192,110,21120,63,63,440,4/18/2025,21120
10KG,175,110,19250,21,21,440,4/18/2025,19250
10KG,15,220,1650,82,82,440,4/18/2025,1650
20KG,50,220,11000,83,83,440,4/18/2025,11000
20KG,40,220,8800,87,480,441,4/30/2025,8800
20KG,61,220,13420,538,481,441,4/16/2025,13420
20KG,89,220,19580,53,16,441,3/21/2025,19580
20KG,223,220,49060,53,16,441,3/21/2025,49060
20KG,256,220,56320,23,23,441,,
20KG,277,220,60940,29,29,441,,
20KG,239,220,52580,32,4,441,,
20KG,52,220,11440,1,76,441,,
20KG,373,220,82060,10,10,442,,
20KG,151,220,33220,132,132,442,,
20KG,211,220,46420,179,179,442,,
20KG,289,220,63580,14,14,442,,
20KG,50,220,11000,7,7,442,3/24/2025,11000
20KG,151,220,33220,21,72,442,,
20KG,175,220,38500,61,417,443,4/16/2025,38500
20KG,91,220,20020,9,9,443,4/28/2025,20020
20KG,281,220,61820,36,36,443,,
20KG,111,220,24420,66,66,443,,
20KG,93,220,20460,29,29,443,,
20KG,58,220,12760,5,5,443,4/17/2025,12760
20KG,40,220,8800,510,143,443,,
20KG,122,220,26840,6,6,443,4/9/2025,26840
20KG,184,110,40480,6,6,443,,
10KG,119,110,13090,67,67,444,,
10KG,39,110,4290,7,230,444,4/12/2025,4290
10KG,41,110,4510,83,187,444,4/12/2025,4510
10KG,53,110,5830,250,406,444,4/12/2025,5830
10KG,35,110,3850,136,449,444,4/28/2025,3850
10KG,37,110,4070,156,80,444,4/24/2025,4070
10KG,1,110,110,482,482,444,4/12/2025,110
10KG,81,110,8910,479,479,444,4/12/2025,8910
10KG,80,110,8800,433,433,444,4/18/2025,8800
10KG,100,110,11000,73,249,444,4/12/2025,11000
10KG,51,110,5610,120,394,444,4/12/2025,5610
10KG,116,110,12760,54,54,444,4/12/2025,12760
10KG,90,110,9900,397,397,444,4/12/2025,9900
10KG,213,110,23430,42,42,444,4/23/2025,23430
10KG,124,110,13640,83,83,444,4/12/2025,13640
10KG,84,110,9240,24,24,444,5/23/2025,9240
10KG,157,110,17270,39,69,444,,
10KG,87,110,9570,62,232,444,,
10KG,78,110,8580,43,43,444,4/12/2025,8580
10KG,82,110,9020,90,90,444,4/12/2025,9020
10KG,82,110,9020,109,109,444,5/7/2025,9020
10KG,67,110,7370,43,43,444,4/12/2025,7370
10KG,7,110,770,47,47,444,4/12/2025,770
10KG,216,110,23760,35,35,444,4/12/2025,23760
10KG,178,110,19580,54,54,444,4/12/2025,19580
10KG,156,110,17160,54,54,444,4/12/2025,17160
10KG,2,110,220,54,54,444,4/12/2025,220
10KG,59,110,6490,61,61,445,4/16/2025,6490
10KG,21,110,2310,1,293,445,4/15/2025,2310
10KG,98,110,10780,235,235,445,4/9/2025,10780
10KG,98,110,10780,82,82,445,4/9/2025,10780
10KG,172,110,18920,17,17,445,4/16/2025,18920
10KG,260,110,28600,8,446,445,,
10KG,55,110,6050,7,7,445,4/9/2025,6050
10KG,254,110,27940,55,55,445,4/9/2025,27940
10KG,1,110,110,197,197,445,4/9/2025,110
10KG,107,110,11770,276,276,445,4/9/2025,11770
10KG,107,110,11770,275,275,445,4/9/2025,11770
10KG,104,110,11440,395,395,445,,
10KG,100,110,11000,600,59,445,3/17/2025,11000
10KG,47,110,5170,124,396,445,,
10KG,353,110,38830,51,178,445,5/21/2025,38830
10KG,188,110,20680,51,178,445,5/21/2025,20680
10KG,296,110,32560,56,56,445,4/9/2025,32560
10KG,47,110,5170,584,460,445,4/9/2025,5170
10KG,7,220,770,23,461,445,4/9/2025,770
20KG,484,220,106480,36,36,446,,
20KG,108,220,23760,9,9,446,4/28/2025,23760
20KG,111,220,24420,35,35,446,,
20KG,298,220,65560,14,14,446,,
20KG,145,220,31900,132,132,446,,
20KG,62,220,13640,417,417,446,4/16/2025,13640
20KG,62,220,13640,17,17,446,,
20KG,49,220,10780,29,29,446,,
20KG,557,220,122540,10,10,447,,
20KG,124,220,27280,15,445,447,,
20KG,190,220,41800,179,179,447,,
20KG,146,220,32120,66,66,447,,
20KG,102,220,22440,1,293,447,,
20KG,86,220,18920,21,72,447,,
20KG,82,110,18040,287,287,447,,
10KG,249,110,27390,198,198,448,,
10KG,58,110,6380,20,20,448,5/16/2025,6380
10KG,40,110,4400,370,453,448,,
10KG,47,110,5170,601,483,448,,
10KG,49,110,5390,239,239,448,4/21/2025,5390
10KG,79,110,8690,236,240,448,,
10KG,80,110,8800,45,404,448,,
10KG,82,110,9020,236,398,448,,
10KG,136,110,14960,11,93,448,,
10KG,237,110,26070,27,27,448,4/21/2025,26070
10KG,41,110,4510,65,27,448,,
10KG,16,110,1760,70,70,448,,
10KG,25,110,2750,420,484,448,,
10KG,53,110,5830,20,20,448,5/16/2025,5830
10KG,26,110,2860,87,485,448,4/26/2025,2860
10KG,87,110,9570,28,28,448,4/21/2025,9570
10KG,198,110,21780,6,6,448,4/21/2025,21780
10KG,30,110,3300,24,483,448,4/21/2025,3300
10KG,85,110,9350,414,414,448,,
10KG,133,110,14630,5,5,448,4/21/2025,14630
10KG,61,110,6710,240,5,448,4/22/2025,6710
10KG,58,110,6380,9,9,448,4/28/2025,6380
10KG,119,110,13090,54,54,448,3/25/2025,13090
10KG,47,110,5170,9,9,448,4/28/2025,5170
10KG,1,110,110,256,256,448,4/21/2025,110
10KG,60,110,6600,213,401,448,4/29/2025,6600
10KG,47,110,5170,376,401,448,4/21/2025,5170
10KG,1,110,110,217,217,448,5/2/2025,110
10KG,190,110,20900,39,140,448,4/28/2025,20900
10KG,239,110,26290,7,220,448,,
10KG,1,110,110,28,28,448,4/21/2025,110
10KG,238,220,26180,63,63,448,5/23/2025,26180
20KG,47,220,10340,83,83,448,4/21/2025,10340
20KG,66,220,14520,47,47,448,4/21/2025,14520
20KG,224,220,49280,591,2,449,,
20KG,103,220,22660,592,2,449,,
20KG,334,220,73480,589,29,449,,
20KG,178,220,39160,29,29,449,,
20KG,224,220,49280,23,23,449,,
20KG,447,220,98340,36,36,450,,
20KG,260,220,57200,14,14,450,,
20KG,128,220,28160,29,29,450,,
20KG,90,220,19800,35,35,450,,
20KG,78,220,17160,72,72,450,,
20KG,64,220,14080,9,9,450,5/6/2025,14080
20KG,63,220,13860,132,132,450,,
20KG,401,220,88220,66,66,451,,
20KG,198,220,43560,538,486,451,4/16/2025,43560
20KG,315,220,69300,29,29,451,,
20KG,150,220,33000,566,359,451,,
20KG,51,220,11220,23,23,451,,
20KG,65,220,14300,53,16,451,,
20KG,511,220,112420,10,10,452,,
20KG,147,220,32340,1,293,452,,
20KG,80,220,17600,7,7,452,,
20KG,62,220,13640,102,102,452,,
20KG,56,110,12320,510,143,452,,
10KG,96,110,10560,30,30,452,4/18/2025,10560
10KG,56,110,6160,99,99,452,4/18/2025,6160
10KG,30,110,3300,367,367,452,4/18/2025,3300
10KG,39,110,4290,27,27,452,4/24/2025,4290
10KG,38,110,4180,48,48,452,4/24/2025,4180
10KG,89,110,9790,8,8,452,,
10KG,12,110,1320,102,102,452,,
10KG,1,110,110,68,68,452,,
10KG,8,110,880,14,14,452,4/21/2025,880
10KG,48,110,5280,87,480,452,4/26/2025,5280
10KG,48,110,5280,70,70,452,,
10KG,5,110,550,9,9,452,4/28/2025,550
10KG,406,110,44660,487,487,452,4/18/2025,44660
10KG,119,110,13090,28,28,452,4/18/2025,13090
10KG,30,110,3300,20,20,452,,
10KG,30,110,3300,37,37,452,4/21/2025,3300
10KG,33,110,3630,479,479,453,4/18/2025,3630
10KG,32,110,3520,433,433,453,4/26/2025,3520
10KG,50,110,5500,54,54,453,,
10KG,81,110,8910,397,397,453,4/25/2025,8910
10KG,30,110,3300,403,403,453,4/18/2025,3300
10KG,143,110,15730,67,67,453,,
10KG,194,110,21340,83,83,453,4/18/2025,21340
10KG,39,110,4290,42,42,453,4/25/2025,4290
10KG,39,110,4290,54,54,453,,
10KG,83,110,9130,7,220,453,,
10KG,126,110,13860,47,47,453,4/18/2025,13860
10KG,50,110,5500,136,82,453,4/28/2025,5500
10KG,50,110,5500,250,406,453,4/18/2025,5500
10KG,16,110,1760,189,406,453,4/18/2025,1760
10KG,123,110,13530,24,24,453,5/23/2025,13530
10KG,75,110,8250,13,13,453,4/18/2025,8250
10KG,85,110,9350,90,90,453,4/18/2025,9350
10KG,41,110,4510,109,109,453,5/7/2025,4510
10KG,73,110,8030,39,69,453,,
10KG,112,110,12320,5,5,453,4/18/2025,12320
10KG,72,110,7920,7,230,453,,
10KG,65,110,7150,43,43,453,4/18/2025,7150
10KG,62,110,6820,89,89,453,4/18/2025,6820
10KG,50,110,5500,43,184,453,4/18/2025,5500
10KG,25,110,2750,478,478,453,4/18/2025,2750
10KG,72,110,7920,62,232,453,,
10KG,206,110,22660,54,54,453,,
10KG,47,110,5170,208,208,453,4/18/2025,5170
10KG,108,110,11880,26,180,453,4/24/2025,11880
10KG,26,110,2860,258,258,453,4/18/2025,2860
10KG,172,110,18920,73,249,453,4/22/2025,18920
10KG,874,110,96140,51,178,454,5/21/2025,96140
10KG,334,110,36740,7,7,454,4/12/2025,36740
10KG,136,110,14960,11,11,454,,
10KG,64,110,7040,276,276,454,4/12/2025,7040
10KG,63,110,6930,275,275,454,4/12/2025,6930
10KG,124,110,13640,17,17,454,4/21/2025,13640
10KG,63,110,6930,156,156,454,4/24/2025,6930
10KG,96,110,10560,213,213,454,4/29/2025,10560
10KG,57,110,6270,376,376,454,4/12/2025,6270
10KG,138,110,15180,6,6,454,4/12/2025,15180
10KG,71,110,7810,152,152,454,,
10KG,70,110,7700,11,11,454,,
10KG,34,110,3740,463,463,454,4/16/2025,3740
10KG,104,110,11440,39,472,454,4/12/2025,11440
10KG,79,110,8690,83,83,455,4/16/2025,8690
10KG,92,110,10120,24,24,455,5/23/2025,10120
10KG,98,110,10780,397,397,455,4/16/2025,10780
10KG,72,110,7920,602,394,455,4/16/2025,7920
10KG,281,110,30910,35,35,455,,
10KG,96,110,10560,63,63,455,4/16/2025,10560
10KG,98,110,10780,54,54,455,,
10KG,69,110,7590,54,54,455,,
10KG,61,110,6710,499,488,455,4/16/2025,6710
10KG,79,110,8690,67,67,455,,
10KG,110,110,12100,39,472,455,4/16/2025,12100
10KG,53,110,5830,479,479,455,4/16/2025,5830
10KG,54,110,5940,433,433,455,4/16/2025,5940
10KG,55,110,6050,603,406,455,4/16/2025,6050
10KG,71,110,7810,136,449,455,5/6/2025,7810
10KG,44,110,4840,156,80,455,4/24/2025,4840
10KG,22,110,2420,432,78,455,4/16/2025,2420
10KG,75,110,8250,43,184,455,4/16/2025,8250
10KG,62,110,6820,43,43,455,4/16/2025,6820
10KG,25,110,2750,478,478,455,4/23/2025,2750
10KG,154,110,16940,37,37,455,4/16/2025,16940
10KG,40,110,4400,7,220,455,4/16/2025,4400
10KG,129,110,14190,42,42,455,4/25/2025,14190
10KG,225,110,24750,73,249,455,4/18/2025,24750
10KG,28,110,3080,26,26,455,4/16/2025,3080
10KG,127,220,13970,21,21,455,4/16/2025,13970
20KG,40,220,8800,47,47,455,4/16/2025,8800
20KG,495,220,108900,10,10,456,,
20KG,277,220,60940,14,14,456,,
20KG,210,220,46200,1,293,456,,
20KG,90,220,19800,6,6,456,,
20KG,80,220,17600,37,37,456,,
20KG,65,220,14300,5,5,456,4/17/2025,14300
20KG,38,220,8360,510,143,456,,
20KG,36,220,7920,7,7,456,3/24/2025,7920
20KG,350,220,77000,29,29,457,,
20KG,132,220,29040,32,4,457,,
20KG,171,220,37620,566,359,457,,
20KG,236,220,51920,23,23,457,4/7/2025,51920
